Frequency,Coupling,Directivity,Isolation,InsertionLoss
2.25999999,20.48713233,-15.47771441,5.00941792,6.51453399
2.26500010,20.72505168,-15.72298310,5.00206858,6.49308567
2.26999998,20.96700947,-15.97205649,4.99495297,6.47238540
2.27500010,21.21265046,-16.22457889,4.98807157,6.45243453
2.27999997,21.46154218,-16.48012241,4.98141977,6.43323589
2.28500009,21.71312427,-16.73812760,4.97499667,6.41478875
2.28999996,21.96669416,-16.99789584,4.96879831,6.39709527
2.29500008,22.22140203,-17.25857926,4.96282277,6.38015500
2.29999995,22.47622955,-17.51916436,4.95706519,6.36396737
2.30500007,22.72992278,-17.77839565,4.95152713,6.34852963
2.30999994,22.98102697,-18.03482416,4.94620280,6.33384639
2.31500006,23.22784065,-18.28675163,4.94108901,6.31991318
2.31999993,23.46838321,-18.53219726,4.93618595,6.30672941
2.32500005,23.70042992,-18.76894126,4.93148866,6.29429845
2.32999992,23.92149244,-18.99449648,4.92699596,6.28261134
2.33500004,24.12886197,-19.20615453,4.92270744,6.27167271
2.33999991,24.31964243,-19.40102257,4.91861986,6.26147912
2.34500003,24.49086968,-19.57613974,4.91472994,6.25203039
2.34999990,24.63955926,-19.72852024,4.91103901,6.24332040
2.35500002,24.76288843,-19.85534512,4.90754331,6.23534959
2.35999990,24.85830946,-19.95406722,4.90424224,6.22811712
2.36500001,24.92372897,-20.02259288,4.90113609,6.22161961
2.36999989,24.95760510,-20.05938434,4.89822076,6.21585345
2.37500000,24.95909175,-20.06359313,4.89549861,6.21081565
2.38000011,24.92811132,-20.03514439,4.89296692,6.20650234
2.38499999,24.86528616,-19.97465853,4.89062763,6.20291106
2.39000010,24.77199975,-19.88352109,4.88847866,6.20003907
2.39499998,24.65019386,-19.76367122,4.88652264,6.19788060
2.40000010,24.50233600,-19.61757972,4.88475629,6.19643105
2.40499997,24.33119941,-19.44801634,4.88318306,6.19568701
2.41000009,24.13970351,-19.25790013,4.88180338,6.19564111
2.41499996,23.93084485,-19.05022932,4.88061553,6.19629062
2.42000008,23.70757820,-18.82795583,4.87962237,6.19762718
2.42499995,23.47261746,-18.59379204,4.87882542,6.19964610
2.43000007,23.22853980,-18.35031590,4.87822390,6.20233961
2.43499994,22.97763183,-18.09981034,4.87782148,6.20570183
2.44000006,22.72192796,-17.84431059,4.87761737,6.20972457
2.44499993,22.46322162,-17.58560709,4.87761453,6.21439858
2.45000005,22.20301995,-17.32520429,4.87781566,6.21971755
2.45499992,21.94262603,-17.06440736,4.87821867,6.22566967
2.46000004,21.68310205,-16.80427678,4.87882527,6.23224830
2.46499991,21.42535471,-16.54571292,4.87964179,6.23944400
2.47000003,21.17011193,-16.28944549,4.88066644,6.24724340
2.47499990,20.91796391,-16.03606340,4.88190051,6.25563832
2.48000002,20.66937791,-15.78603335,4.88334456,6.26461727
2.48499990,20.42470637,-15.53970316,4.88500321,6.27417121
2.49000001,20.18424796,-15.29737329,4.88687467,6.28428365
2.49499989,19.94819858,-15.05923882,4.88895976,6.29494636
2.50000000,19.71669287,-14.82542973,4.89126314,6.30614428
2.50500011,19.48984082,-14.59605745,4.89378336,6.31786643
2.50999999,19.26768640,-14.37116471,4.89652168,6.33009720
2.51500010,19.05025852,-14.15078084,4.89947768,6.34282658
2.51999998,18.83753517,-13.93488091,4.90265426,6.35603849
2.52500010,18.62950539,-13.72345437,4.90605102,6.36971884
2.52999997,18.42611881,-13.51645283,4.90966598,6.38385494
2.53500009,18.22729572,-13.31379478,4.91350094,6.39843199
2.53999996,18.03298451,-13.11542735,4.91755716,6.41343292
2.54500008,17.84310070,-12.92126804,4.92183266,6.42884586
2.54999995,17.65755417,-12.73122628,4.92632789,6.44465545
2.55500007,17.47625701,-12.54521559,4.93104142,6.46084532
2.55999994,17.29911823,-12.36314520,4.93597303,6.47740084
2.56500006,17.12604310,-12.18492091,4.94112219,6.49430851
2.56999993,16.95692353,-12.01043574,4.94648779,6.51155045
2.57500005,16.79168573,-11.83961689,4.95206884,6.52911035
2.57999992,16.63021072,-11.67234782,4.95786290,6.54697661
2.58500004,16.47241985,-11.50854986,4.96386999,6.56513222
2.58999991,16.31820787,-11.34812068,4.97008718,6.58356217
2.59500003,16.16748735,-11.19097362,4.97651374,6.60224909
2.59999990,16.02017401,-11.03702524,4.98314877,6.62117935
2.60500002,15.87617262,-10.88618414,4.98998848,6.64033542
2.60999990,15.73539848,-10.73836757,4.99703091,6.65970546
2.61500001,15.59776619,-10.59349117,5.00427502,6.67927222
2.61999989,15.46320150,-10.45148312,5.01171838,6.69902104
2.62500000,15.33161795,-10.31226006,5.01935789,6.71893701
2.63000011,15.20293695,-10.17574530,5.02719165,6.73900398
2.63499999,15.07709027,-10.04187177,5.03521851,6.75920791
2.64000010,14.95400194,-9.91056905,5.04343289,6.77953358
2.64499998,14.83359802,-9.78176243,5.05183558,6.79996680
2.65000010,14.71581558,-9.65539444,5.06042114,6.82049339
2.65499997,14.60058488,-9.53139671,5.06918817,6.84109809
2.66000009,14.48783965,-9.40970503,5.07813462,6.86176636
2.66499996,14.37752234,-9.29026607,5.08725627,6.88248430
2.67000008,14.26956710,-9.17301618,5.09655092,6.90323854
2.67499995,14.16391499,-9.05790005,5.10601494,6.92401372
2.68000007,14.06050851,-8.94486170,5.11564680,6.94479849
2.68499994,13.95929379,-8.83385209,5.12544170,6.96557543
2.69000006,13.86021254,-8.72481566,5.13539688,6.98633419
2.69499993,13.76321230,-8.61770062,5.14551168,7.00706033
2.70000005,13.66824215,-8.51246275,5.15577940,7.02774145
2.70499992,13.57525066,-8.40905173,5.16619893,7.04836198
2.71000004,13.48419007,-8.30742243,5.17676764,7.06891174
2.71499991,13.39500943,-8.20752797,5.18748147,7.08937781
2.72000003,13.30766222,-8.10932784,5.19833439,7.10974571
2.72499990,13.22210169,-8.01277294,5.20932875,7.13000452
2.73000002,13.13828302,-7.91782719,5.22045583,7.15014378
2.73499990,13.05616481,-7.82444920,5.23171562,7.17014932
2.74000001,12.97570140,-7.73259736,5.24310404,7.19000851
2.74499989,12.89685183,-7.64223635,5.25461548,7.20971499
2.75000000,12.81957679,-7.55332730,5.26624949,7.22925081
2.75500011,12.74383009,-7.46582908,5.27800101,7.24860876
2.75999999,12.66957899,-7.37971348,5.28986551,7.26778022
2.76500010,12.59678051,-7.29493985,5.30184066,7.28675016
2.76999998,12.52540211,-7.21147880,5.31392330,7.30550952
2.77500010,12.45540309,-7.12929505,5.32610804,7.32405102
2.77999997,12.38674720,-7.04835468,5.33839252,7.34236241
2.78500009,12.31940338,-6.96863155,5.35077183,7.36043591
2.78999996,12.25333389,-6.89009045,5.36324344,7.37826195
2.79500008,12.18850776,-6.81270479,5.37580297,7.39583223
2.79999995,12.12489101,-6.73644323,5.38844778,7.41313696
2.80500007,12.06245225,-6.66128108,5.40117117,7.43016874
2.80999994,12.00116151,-6.58718992,5.41397159,7.44692198
2.81500006,11.94098861,-6.51414245,5.42684616,7.46338567
2.81999993,11.88190328,-6.44211655,5.43978674,7.47955642
2.82500005,11.82387692,-6.37108162,5.45279531,7.49542454
2.82999992,11.76688212,-6.30101878,5.46586334,7.51098617
2.83500004,11.71089397,-6.23190437,5.47898960,7.52623343
2.83999991,11.65588254,-6.16371303,5.49216951,7.54116203
2.84500003,11.60182717,-6.09642800,5.50539917,7.55576742
2.84999990,11.54869926,-6.03002377,5.51867549,7.57004258
2.85500002,11.49647490,-5.96447986,5.53199505,7.58398400
2.85999990,11.44513278,-5.89978013,5.54535265,7.59758854
2.86500001,11.39465032,-5.83590600,5.55874433,7.61085201
2.86999989,11.34500553,-5.77283665,5.57216887,7.62376998
2.87500000,11.29617638,-5.71055449,5.58562188,7.63634140
2.88000011,11.24814435,-5.64904386,5.59910050,7.64856246
2.88499999,11.20088813,-5.58828779,5.61260034,7.66043157
2.89000010,11.15438851,-5.52827038,5.62611813,7.67194689
2.89499998,11.10862774,-5.46897722,5.63965052,7.68310619
2.90000010,11.06358664,-5.41039301,5.65319363,7.69390842
2.90499997,11.01925090,-5.35250320,5.66674771,7.70435399
2.91000009,10.97560064,-5.29529457,5.68030607,7.71444134
2.91499996,10.93262174,-5.23875280,5.69386894,7.72416992
2.92000008,10.89029812,-5.18286920,5.70742892,7.73354393
2.92499995,10.84861440,-5.12762602,5.72098838,7.74255846
2.93000007,10.80755666,-5.07301460,5.73454207,7.75121557
2.93499994,10.76710874,-5.01902184,5.74808690,7.75951772
2.94000006,10.72726030,-4.96563828,5.76162202,7.76746621
2.94499993,10.68799522,-4.91285083,5.77514439,7.77506317
2.95000005,10.64930202,-4.86065012,5.78865190,7.78231006
2.95499992,10.61116732,-4.80902668,5.80214064,7.78920523
2.96000004,10.57357950,-4.75796938,5.81561013,7.79575648
2.96499991,10.53652792,-4.70746790,5.82906003,7.80196346
2.97000003,10.49999896,-4.65751382,5.84248514,7.80783161
2.97499990,10.46398437,-4.60809951,5.85588486,7.81336122
2.98000002,10.42846974,-4.55921223,5.86925751,7.81855436
2.98499990,10.39344685,-4.51084579,5.88260106,7.82341787
2.99000001,10.35890539,-4.46299136,5.89591403,7.82795220
2.99499989,10.32483456,-4.41563987,5.90919469,7.83216497
3.00000000,10.29122563,-4.36878320,5.92244243,7.83605448
3.00500011,10.25806760,-4.32241178,5.93565582,7.83962922
3.00999999,10.22535191,-4.27651943,5.94883247,7.84288963
3.01500010,10.19306709,-4.23109763,5.96196946,7.84584132
3.01999998,10.16120843,-4.18613955,5.97506888,7.84848920
3.02500010,10.12976209,-4.14163334,5.98812874,7.85083556
3.02999997,10.09872307,-4.09757563,6.00114744,7.85288563
3.03500009,10.06808083,-4.05395754,6.01412329,7.85464393
3.03999996,10.03782614,-4.01077047,6.02705567,7.85611614
3.04500008,10.00795189,-3.96800861,6.03994329,7.85730199
3.04999995,9.97845008,-3.92566346,6.05278662,7.85820869
3.05500007,9.94931099,-3.88372750,6.06558349,7.85884377
3.05999994,9.92052769,-3.84219383,6.07833386,7.85920569
3.06500006,9.89209266,-3.80105648,6.09103617,7.85930181
3.06999993,9.86399646,-3.76030660,6.10368986,7.85913790
3.07500005,9.83623289,-3.71993971,6.11629318,7.85871709
3.07999992,9.80879361,-3.67994549,6.12884813,7.85804358
3.08500004,9.78166989,-3.64031979,6.14135010,7.85711882
3.08999991,9.75485622,-3.60105410,6.15380213,7.85595214
3.09500003,9.72834477,-3.56214293,6.16620184,7.85454583
3.09999990,9.70212748,-3.52357639,6.17855109,7.85290426
3.10500002,9.67620034,-3.48535353,6.19084681,7.85103199
3.10999990,9.65055179,-3.44746322,6.20308858,7.84893262
3.11500001,9.62517784,-3.40990082,6.21527702,7.84661090
3.11999989,9.60007220,-3.37266162,6.22741058,7.84407264
3.12500000,9.57522872,-3.33573883,6.23948988,7.84131957
3.13000011,9.55063940,-3.29912315,6.25151625,7.83835780
3.13499999,9.52629963,-3.26281349,6.26348614,7.83519095
3.14000010,9.50220340,-3.22680356,6.27539984,7.83182227
3.14499998,9.47834408,-3.19108583,6.28725825,7.82825876
3.15000010,9.45471797,-3.15565487,6.29906310,7.82450427
3.15499997,9.43131942,-3.12050812,6.31081131,7.82055992
3.16000009,9.40814242,-3.08563778,6.32250464,7.81643311
3.16499996,9.38518298,-3.05104261,6.33414037,7.81212957
3.17000008,9.36243734,-3.01671523,6.34572212,7.80764978
3.17499995,9.33989966,-2.98265206,6.35724761,7.80300198
3.18000007,9.31756767,-2.94885064,6.36871703,7.79818894
3.18499994,9.29543720,-2.91530636,6.38013084,7.79321529
3.19000006,9.27350481,-2.88201411,6.39149070,7.78808681
3.19499993,9.25176632,-2.84897240,6.40279392,7.78280617
3.20000005,9.23022003,-2.81617706,6.41404297,7.77737871
3.20499992,9.20886336,-2.78362709,6.42523627,7.77181350
3.21000004,9.18769468,-2.75131855,6.43637613,7.76610888
3.21499991,9.16670782,-2.71924763,6.44746019,7.76027310
3.22000003,9.14590494,-2.68741451,6.45849043,7.75431010
3.22499990,9.12528297,-2.65581500,6.46946797,7.74822715
3.23000002,9.10484194,-2.62445159,6.48039036,7.74202593
3.23499990,9.08457744,-2.59331745,6.49126000,7.73571557
3.24000001,9.06448962,-2.56241292,6.50207670,7.72929675
3.24499989,9.04457931,-2.53173818,6.51284114,7.72277818
3.25000000,9.02484384,-2.50129066,6.52355318,7.71616307
3.25500011,9.00528192,-2.47106946,6.53421246,7.70945708
3.25999999,8.98589569,-2.44107639,6.54481930,7.70266448
3.26500010,8.96668183,-2.41130588,6.55537595,7.69579126
3.26999998,8.94764159,-2.38176134,6.56588025,7.68884202
3.27500010,8.92877219,-2.35243828,6.57633391,7.68182099
3.27999997,8.91007595,-2.32333894,6.58673701,7.67473477
3.28500009,8.89155296,-2.29446289,6.59709007,7.66758691
3.28999996,8.87319927,-2.26580639,6.60739287,7.66038416
3.29500008,8.85501797,-2.23737116,6.61764680,7.65312855
3.29999995,8.83700649,-2.20915567,6.62785083,7.64582476
3.30500007,8.81916362,-2.18115770,6.63800592,7.63847788
3.30999994,8.80149264,-2.15338003,6.64811261,7.63109240
3.31500006,8.78398800,-2.12581693,6.65817107,7.62367254
3.31999993,8.76665071,-2.09846895,6.66818176,7.61622290
3.32500005,8.74947989,-2.07133566,6.67814423,7.60874341
3.32999992,8.73247403,-2.04441334,6.68806069,7.60124311
3.33500004,8.71563070,-2.01770234,6.69792836,7.59372129
3.33999991,8.69894852,-1.99119552,6.70775299,7.58618207
3.34500003,8.68242829,-1.96489735,6.71753094,7.57863193
3.34999990,8.66606576,-1.93879964,6.72726612,7.57106903
3.35500002,8.64985964,-1.91290508,6.73695455,7.56349674
3.35999990,8.63380565,-1.88720573,6.74659992,7.55592103
3.36500001,8.61790448,-1.86170100,6.75620349,7.54834020
3.36999989,8.60215053,-1.83638754,6.76576299,7.54075921
3.37500000,8.58654315,-1.81126018,6.77528297,7.53317779
3.38000011,8.57107779,-1.78631629,6.78476150,7.52559743
3.38499999,8.55575442,-1.76155156,6.79420286,7.51802510
3.39000010,8.54056605,-1.73696450,6.80360155,7.51045494
3.39499998,8.52551370,-1.71254747,6.81296623,7.50289454
3.40000010,8.51059378,-1.68830022,6.82229355,7.49534262
3.40499997,8.49579896,-1.66421346,6.83158551,7.48779969
3.41000009,8.48113013,-1.64028849,6.84084164,7.48026834
3.41499996,8.46658355,-1.61651909,6.85006446,7.47274854
3.42000008,8.45215654,-1.59290072,6.85925582,7.46524258
3.42499995,8.43784687,-1.56943092,6.86841595,7.45775330
3.43000007,8.42364889,-1.54610437,6.87754453,7.45027737
3.43499994,8.40956248,-1.52291834,6.88664414,7.44281843
3.44000006,8.39558515,-1.49986953,6.89571561,7.43537782
3.44499993,8.38171457,-1.47695647,6.90475811,7.42795577
3.45000005,8.36795046,-1.45417261,6.91377785,7.42055715
3.45499992,8.35428882,-1.43151938,6.92276944,7.41317987
3.46000004,8.34073013,-1.40899159,6.93173854,7.40582678
3.46499991,8.32727302,-1.38659136,6.94068166,7.39850095
3.47000003,8.31391453,-1.36431286,6.94960167,7.39120036
3.47499990,8.30065702,-1.34215779,6.95849923,7.38393097
3.48000002,8.28750141,-1.32012580,6.96737561,7.37669294
3.48499990,8.27444470,-1.29821485,6.97622985,7.36948924
3.49000001,8.26148851,-1.27642631,6.98506219,7.36232236
3.49499989,8.24863385,-1.25476147,6.99387239,7.35519321
3.50000000,8.23588253,-1.23322057,7.00266195,7.34810672
3.50500011,8.22323403,-1.21180445,7.01142958,7.34106480
3.50999999,8.21069174,-1.19051708,7.02017466,7.33406977
3.51500010,8.19825714,-1.16935596,7.02890117,7.32712749
3.51999998,8.18593244,-1.14833025,7.03760219,7.32023623
3.52500010,8.17371795,-1.12743610,7.04628185,7.31340165
3.52999997,8.16161761,-1.10667972,7.05493788,7.30662724
3.53500009,8.14963265,-1.08606153,7.06357112,7.29991697
3.53999996,8.13776620,-1.06558861,7.07217759,7.29327087
3.54500008,8.12602059,-1.04525851,7.08076209,7.28669452
3.54999995,8.11439773,-1.02507857,7.08931916,7.28019211
3.55500007,8.10289906,-1.00505137,7.09784769,7.27376278
3.55999994,8.09152960,-0.98517804,7.10635156,7.26741209
3.56500006,8.08028693,-0.96546198,7.11482495,7.26114150
3.56999993,8.06917682,-0.94590683,7.12326998,7.25495433
3.57500005,8.05820025,-0.92651577,7.13168448,7.24885230
3.57999992,8.04735463,-0.90728547,7.14006917,7.24283859
3.58500004,8.03664467,-0.88822345,7.14842121,7.23691209
3.58999991,8.02607067,-0.86932752,7.15674314,7.23107915
3.59500003,8.01562992,-0.85059897,7.16503095,7.22533647
3.59999990,8.00532603,-0.83203845,7.17328757,7.21968928
3.60500002,7.99515643,-0.81364514,7.18151129,7.21413414
3.60999990,7.98512090,-0.79541908,7.18970183,7.20867448
3.61500001,7.97521629,-0.77735865,7.19785764,7.20330924
3.61999989,7.96544419,-0.75946119,7.20598300,7.19803913
3.62500000,7.95579888,-0.74172304,7.21407584,7.19286372
3.63000011,7.94627961,-0.72414416,7.22213545,7.18778087
3.63499999,7.93688396,-0.70671898,7.23016499,7.18279028
3.64000010,7.92760684,-0.68944173,7.23816511,7.17789083
3.64499998,7.91844775,-0.67231272,7.24613504,7.17308287
3.65000010,7.90939710,-0.65531996,7.25407713,7.16836051
3.65499997,7.90045547,-0.63846405,7.26199142,7.16372498
3.66000009,7.89161887,-0.62173842,7.26988044,7.15917367
3.66499996,7.88287998,-0.60513356,7.27774641,7.15470522
3.67000008,7.87423514,-0.58864654,7.28558860,7.15031498
3.67499995,7.86568046,-0.57226873,7.29341174,7.14600423
3.68000007,7.85720988,-0.55599743,7.30121246,7.14176610
3.68499994,7.84881962,-0.53982104,7.30899858,7.13760216
3.69000006,7.84050465,-0.52373722,7.31676744,7.13350789
3.69499993,7.83226176,-0.50774092,7.32452084,7.12948230
3.70000005,7.82408419,-0.49182232,7.33226187,7.12552263
3.70499992,7.81597135,-0.47598044,7.33999092,7.12162753
3.71000004,7.80791702,-0.46020868,7.34770834,7.11779479
3.71499991,7.79992079,-0.44450268,7.35541811,7.11402440
3.72000003,7.79197606,-0.42885697,7.36311909,7.11031291
3.72499990,7.78408320,-0.41327182,7.37081137,7.10666192
3.73000002,7.77624060,-0.39774463,7.37849597,7.10306760
3.73499990,7.76844560,-0.38227146,7.38617414,7.09953389
3.74000001,7.76069774,-0.36685460,7.39384314,7.09605747
3.74499989,7.75299931,-0.35149247,7.40150684,7.09264007
3.75000000,7.74534488,-0.33618391,7.40916097,7.08928198
3.75500011,7.73774067,-0.32093515,7.41680552,7.08598423
3.75999999,7.73018569,-0.30574471,7.42444098,7.08274928
3.76500010,7.72268384,-0.29061873,7.43206511,7.07957810
3.76999998,7.71523456,-0.27555971,7.43967485,7.07647250
3.77500010,7.70784207,-0.26057389,7.44726818,7.07343529
3.77999997,7.70051043,-0.24566496,7.45484547,7.07046796
3.78500009,7.69324256,-0.23084106,7.46240150,7.06757382
3.78999996,7.68604209,-0.21610681,7.46993528,7.06475579
3.79500008,7.67891421,-0.20147169,7.47744253,7.06201809
3.79999995,7.67186204,-0.18694044,7.48492160,7.05936101
3.80500007,7.66489149,-0.17252337,7.49236812,7.05679050
3.80999994,7.65800558,-0.15822601,7.49977957,7.05430620
3.81500006,7.65121134,-0.14405808,7.50715326,7.05191620
3.81999993,7.64450837,-0.13002459,7.51448378,7.04961746
3.82500005,7.63790598,-0.11613650,7.52176948,7.04741712
3.82999992,7.63140515,-0.10239687,7.52900828,7.04531517
3.83500004,7.62501017,-0.08881277,7.53619740,7.04331465
3.83999991,7.61872515,-0.07539377,7.54333138,7.04141880
3.84500003,7.61255217,-0.06214252,7.55040965,7.03962710
3.84999990,7.60649249,-0.04906331,7.55742918,7.03794118
3.85500002,7.60054728,-0.03615902,7.56438826,7.03636249
3.85999990,7.59472020,-0.02343442,7.57128578,7.03489067
3.86500001,7.58900979,-0.01089050,7.57811930,7.03352599
3.86999989,7.58341541,0.00147248,7.58488789,7.03226658
3.87500000,7.57793428,0.01365903,7.59159331,7.03111125
3.88000011,7.57256778,0.02566601,7.59823379,7.03006040
3.88499999,7.56731387,0.03749493,7.60480880,7.02911214
3.89000010,7.56216322,0.04915778,7.61132100,7.02825933
3.89499998,7.55711730,0.06065212,7.61776942,7.02750195
3.90000010,7.55216926,0.07198811,7.62415737,7.02683568
3.90499997,7.54731329,0.08317429,7.63048758,7.02625660
3.91000009,7.54254287,0.09421699,7.63675986,7.02576076
3.91499996,7.53785119,0.10512672,7.64297791,7.02534185
3.92000008,7.53323398,0.11591322,7.64914720,7.02499610
3.92499995,7.52867932,0.12658917,7.65526849,7.02471721
3.93000007,7.52418366,0.13716040,7.66134407,7.02450114
3.93499994,7.51973290,0.14764560,7.66737851,7.02433977
3.94000006,7.51532650,0.15805032,7.67337682,7.02423048
3.94499993,7.51094833,0.16839350,7.67934183,7.02416552
3.95000005,7.50659775,0.17868108,7.68527883,7.02414195
3.95499992,7.50226260,0.18892345,7.69118605,7.02415207
3.96000004,7.49793519,0.19913717,7.69707236,7.02419044
3.96499991,7.49361002,0.20932954,7.70293956,7.02425496
3.97000003,7.48927880,0.21951126,7.70879006,7.02434047
3.97499990,7.48493512,0.22968963,7.71462475,7.02444225
3.98000002,7.48057615,0.23987330,7.72044945,7.02455716
3.98499990,7.47619613,0.25006690,7.72626304,7.02468463
3.99000001,7.47178950,0.26027731,7.73206682,7.02482020
3.99499989,7.46735674,0.27050513,7.73786187,7.02496221
4.00000000,7.46289489,0.28075388,7.74364877,7.02511260
4.00500011,7.45840216,0.29102449,7.74942665,7.02526808
4.01000023,7.45387924,0.30131242,7.75519167,7.02543088
4.01499987,7.44932799,0.31161827,7.76094626,7.02560182
4.01999998,7.44474907,0.32193584,7.76668491,7.02578366
4.02500010,7.44014957,0.33225714,7.77240671,7.02597706
4.03000021,7.43553001,0.34257445,7.77810446,7.02618804
4.03499985,7.43089749,0.35288192,7.78377941,7.02641762
4.03999996,7.42625895,0.36316288,7.78942183,7.02667092
4.04500008,7.42161874,0.37340982,7.79502856,7.02695391
4.05000019,7.41698627,0.38360802,7.80059429,7.02726878
4.05499983,7.41236983,0.39374204,7.80611186,7.02762364
4.05999994,7.40777947,0.40379808,7.81157755,7.02802220
4.06500006,7.40321905,0.41376244,7.81698149,7.02847100
4.07000017,7.39870427,0.42361407,7.82231835,7.02897550
4.07499981,7.39424107,0.43334132,7.82758240,7.02954103
4.07999992,7.38983851,0.44292776,7.83276627,7.03017383
4.08500004,7.38550603,0.45235887,7.83786490,7.03087956
4.09000015,7.38125510,0.46161463,7.84286973,7.03166209
4.09499979,7.37708854,0.47068704,7.84777558,7.03252496
4.09999990,7.37301895,0.47956176,7.85258071,7.03347273
4.10500002,7.36905062,0.48822503,7.85727565,7.03451128
4.11000013,7.36518921,0.49666923,7.86185844,7.03563854
4.11499977,7.36144234,0.50488315,7.86632549,7.03686065
4.11999989,7.35780830,0.51286808,7.87067638,7.03817476
4.12500000,7.35429531,0.52060729,7.87490260,7.03958251
4.13000011,7.35090156,0.52810848,7.87901004,7.04108397
4.13500023,7.34762638,0.53536844,7.88299482,7.04267790
4.13999987,7.34447121,0.54238825,7.88685947,7.04435917
4.14499998,7.34143002,0.54917394,7.89060396,7.04612353
4.15000010,7.33850038,0.55573141,7.89423179,7.04796943
4.15500021,7.33567529,0.56207263,7.89774792,7.04989090
4.15999985,7.33294628,0.56820983,7.90115611,7.05187895
4.16499996,7.33030767,0.57415261,7.90446028,7.05392719
4.17000008,7.32774782,0.57992079,7.90766861,7.05602796
4.17500019,7.32525646,0.58552949,7.91078595,7.05817468
4.17999983,7.32282183,0.59099900,7.91382083,7.06035433
4.18499994,7.32042767,0.59635320,7.91678087,7.06255942
4.19000006,7.31806509,0.60161029,7.91967538,7.06478073
4.19500017,7.31571989,0.60679233,7.92251221,7.06700608
4.19999981,7.31337380,0.61192650,7.92530031,7.06922696
4.20499992,7.31101444,0.61703136,7.92804580,7.07143241
4.21000004,7.30862645,0.62213574,7.93076219,7.07361206
4.21500015,7.30619778,0.62725742,7.93345521,7.07575774
4.21999979,7.30371190,0.63242064,7.93613254,7.07785991
4.22499990,7.30115852,0.63764256,7.93880108,7.07991021
4.23000002,7.29852375,0.64294497,7.94146873,7.08189979
4.23500013,7.29579352,0.64834834,7.94414185,7.08382347
4.23999977,7.29296341,0.65386187,7.94682529,7.08567605
4.24499989,7.29002143,0.65950380,7.94952522,7.08745103
4.25000000,7.28696386,0.66527860,7.95224246,7.08914693
4.25500011,7.28378228,0.67119630,7.95497858,7.09076014
4.26000023,7.28047554,0.67725923,7.95773477,7.09229095
4.26499987,7.27704247,0.68347029,7.96051277,7.09373933
4.26999998,7.27348174,0.68982620,7.96330795,7.09510572
4.27500010,7.26979891,0.69631824,7.96611715,7.09639701
4.28000021,7.26600101,0.70293696,7.96893797,7.09761288
4.28499985,7.26208880,0.70967662,7.97176542,7.09876423
4.28999996,7.25807526,0.71651367,7.97458893,7.09985462
4.29500008,7.25397226,0.72343199,7.97740426,7.10089261
4.30000019,7.24978844,0.73041341,7.98020185,7.10188960
4.30499983,7.24554294,0.73742802,7.98297096,7.10285560
4.30999994,7.24125076,0.74444848,7.98569925,7.10379841
4.31500006,7.23692642,0.75145035,7.98837677,7.10473230
4.32000017,7.23258870,0.75840545,7.99099416,7.10566782
4.32499981,7.22825944,0.76527384,7.99353329,7.10661836
4.32999992,7.22395570,0.77202916,7.99598485,7.10759636
4.33500004,7.21969800,0.77863832,7.99833632,7.10861608
4.34000015,7.21550858,0.78506713,8.00057571,7.10968256
4.34499979,7.21140196,0.79128471,8.00268667,7.11081309
4.34999990,7.20740312,0.79725946,8.00466259,7.11201941
4.35500002,7.20352683,0.80296214,8.00648897,7.11330855
4.36000013,7.19979242,0.80836961,8.00816203,7.11468914
4.36499977,7.19621512,0.81344784,8.00966296,7.11617051
4.36999989,7.19280788,0.81818753,8.01099541,7.11775720
4.37500000,7.18958165,0.82256307,8.01214472,7.11945629
4.38000011,7.18654815,0.82656129,8.01310943,7.12126806
4.38500023,7.18371410,0.83017387,8.01388798,7.12319601
4.38999987,7.18108502,0.83339417,8.01447919,7.12523989
4.39499998,7.17866403,0.83622058,8.01488461,7.12739302
4.40000010,7.17644795,0.83865583,8.01510378,7.12965614
4.40500021,7.17443169,0.84071512,8.01514681,7.13201577
4.40999985,7.17261520,0.84240093,8.01501613,7.13446897
4.41499996,7.17098023,0.84374322,8.01472345,7.13700777
4.42000008,7.16951891,0.84475843,8.01427734,7.13961253
4.42500019,7.16821522,0.84547929,8.01369451,7.14227388
4.42999983,7.16704948,0.84593587,8.01298535,7.14497232
4.43499994,7.16600425,0.84615829,8.01216255,7.14769862
4.44000006,7.16505252,0.84619689,8.01124942,7.15042662
4.44500017,7.16417298,0.84608516,8.01025814,7.15314452
4.44999981,7.16333518,0.84587657,8.00921175,7.15582867
4.45499992,7.16251478,0.84561038,8.00812516,7.15845751
4.46000004,7.16168160,0.84533621,8.00701781,7.16101609
4.46500015,7.16080592,0.84510635,8.00591227,7.16347999
4.46999979,7.15986050,0.84496204,8.00482253,7.16583143
4.47499990,7.15881399,0.84496008,8.00377407,7.16805130
4.48000002,7.15763778,0.84514093,8.00277872,7.17012424
4.48500013,7.15630558,0.84554802,8.00185359,7.17203398
4.48999977,7.15479524,0.84621868,8.00101392,7.17376270
4.49499989,7.15308020,0.84719171,8.00027191,7.17530119
4.50000000,7.15114395,0.84849940,7.99964335,7.17663638
4.50500011,7.14896452,0.85016818,7.99913269,7.17776336
4.51000023,7.14653114,0.85221610,7.99874724,7.17867641
4.51499987,7.14383323,0.85466046,7.99849370,7.17936955
4.51999998,7.14086506,0.85750731,7.99837237,7.17984905
4.52500010,7.13762430,0.86075876,7.99838306,7.18011400
4.53000021,7.13411222,0.86441239,7.99852460,7.18016762
