!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:18:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Output(DB),Output(DEG)
2190804233.6861,-89.558563,-156.22644
2190807567.2973,-89.000153,-29.144178
2190810900.9084,-88.796555,153.04233
2190814234.5195,-88.823166,-156.30128
2190817568.1307,-89.75489,-172.81233
2190820901.7418,-89.565994,7.0018282
2190824235.3529,-89.586395,-138.53288
2190827568.9641,-89.927246,45.614853
2190830902.5752,-88.929642,51.273983
2190834236.1863,-90.026161,-46.438622
2190837569.7975,-89.172813,130.36923
2190840903.4086,-87.639076,-93.555038
2190844237.0198,-87.767342,124.80544
2190847570.6309,-89.555115,-113.89735
2190850904.242,-88.451859,-86.695137
2190854237.8532,-88.21109,-97.68531
2190857571.4643,-90.101868,76.787415
2190860905.0754,-89.185654,55.406788
2190864238.6866,-88.774338,65.132553
2190867572.2977,-89.253578,-80.440308
2190870905.9088,-88.932045,-46.527664
2190874239.52,-89.149818,57.736805
2190877573.1311,-90.126656,-64.997711
2190880906.7422,-90.038544,88.234779
2190884240.3534,-88.537079,-76.379623
2190887573.9645,-88.217941,-129.06366
2190890907.5756,-87.676521,-108.29897
2190894241.1868,-88.482758,41.246128
2190897574.7979,-88.399315,18.219076
2190900908.409,-87.244057,-97.665611
2190904242.0202,-89.42614,-159.33846
2190907575.6313,-88.210991,70.462959
2190910909.2424,-87.611267,64.456306
2190914242.8536,-88.745865,40.015854
2190917576.4647,-88.249573,96.95974
2190920910.0758,-89.212837,-143.91106
2190924243.687,-89.366791,-165.13774
2190927577.2981,-88.892899,-109.65888
2190930910.9092,-89.218437,133.7448
2190934244.5204,-91.890724,-70.310257
2190937578.1315,-90.247314,3.7913496
2190940911.7426,-89.207184,-176.15242
2190944245.3538,-88.6595,-70.721138
2190947578.9649,-86.836334,-139.0242
2190950912.576,-87.917755,-70.810501
2190954246.1872,-89.716934,-26.54957
2190957579.7983,-88.977837,-159.08459
2190960913.4095,-88.76683,94.369469
2190964247.0206,-88.600464,80.568748
2190967580.6317,-87.90007,110.00037
2190970914.2429,-87.761909,-88.681084
2190974247.854,-92.661148,7.4986324
2190977581.4651,-88.946884,-171.23705
2190980915.0763,-87.984879,-14.418176
2190984248.6874,-89.031784,-151.45331
2190987582.2985,-90.469299,54.677315
2190990915.9097,-88.331406,37.549988
2190994249.5208,-90.30632,-41.574474
2190997583.1319,-89.679314,175.7498
2191000916.7431,-89.642097,-1.6816005
2191004250.3542,-89.858627,-115.43771
2191007583.9653,-89.329803,-153.40193
2191010917.5765,-91.396347,11.468572
2191014251.1876,-89.970787,91.299927
2191017584.7987,-86.6623,163.55925
2191020918.4099,-86.082138,78.101387
2191024252.021,-87.307404,55.805904
2191027585.6321,-88.006401,-108.63939
2191030919.2433,-88.252151,21.286596
2191034252.8544,-87.784981,-6.8001413
2191037586.4655,-89.912292,-103.514
2191040920.0767,-89.010094,-135.28024
2191044253.6878,-91.905464,173.16156
2191047587.2989,-88.32798,23.84918
2191050920.9101,-90.328049,106.75562
2191054254.5212,-90.375526,149.5941
2191057588.1323,-89.390633,179.10098
2191060921.7435,-88.404732,178.36754
2191064255.3546,-90.380341,-8.8661795
2191067588.9657,-89.576927,49.903606
2191070922.5769,-91.105927,133.3708
2191074256.188,-88.83683,-139.01546
2191077589.7992,-88.115509,99.921997
2191080923.4103,-90.009865,27.218857
2191084257.0214,-88.6894,58.407032
2191087590.6326,-87.848358,30.24972
2191090924.2437,-88.102104,-162.83086
2191094257.8548,-90.337868,-80.290825
2191097591.466,-88.441429,107.24113
2191100925.0771,-90.633324,-85.842484
2191104258.6882,-88.490852,-132.38411
2191107592.2994,-88.569679,76.704216
2191110925.9105,-87.332626,-40.488834
2191114259.5216,-88.433044,70.244095
2191117593.1328,-90.636589,131.81828
2191120926.7439,-87.47477,-31.510853
2191124260.355,-88.793167,26.774548
2191127593.9662,-90.894958,150.9066
2191130927.5773,-88.989716,-70.482925
2191134261.1884,-89.761055,-89.39341
2191137594.7996,-88.469246,-24.439726
2191140928.4107,-90.746475,151.45915
2191144262.0218,-90.068619,37.304409
2191147595.633,-88.554688,175.81636
2191150929.2441,-87.052055,159.89778
2191154262.8552,-90.105049,12.637574
2191157596.4664,-90.116035,157.92902
2191160930.0775,-90.60778,-36.059376
2191164263.6886,-90.147881,69.207237
2191167597.2998,-88.645462,159.38754
2191170930.9109,-88.166161,-25.074945
2191174264.522,-90.552147,-98.961113
2191177598.1332,-89.7155,138.97055
2191180931.7443,-91.798027,153.52121
2191184265.3554,-89.415482,67.391129
2191187598.9666,-88.241264,5.1180673
2191190932.5777,-88.126175,-72.000847
2191194266.1888,-88.014946,153.15273
2191197599.8,-90.031158,-172.46764
2191200933.4111,-87.966431,-156.26326
2191204267.0223,-88.216209,79.361305
2191207600.6334,-88.716431,-126.70882
2191210934.2445,-90.413536,121.23429
2191214267.8557,-88.096519,-178.8497
2191217601.4668,-88.972443,140.45984
2191220935.0779,-86.822617,-26.113028
2191224268.6891,-88.541084,-170.39594
2191227602.3002,-89.099678,-61.778679
2191230935.9113,-91.359474,46.773956
2191234269.5225,-89.522507,-152.51373
2191237603.1336,-87.739937,107.42106
2191240936.7447,-87.80777,-57.669003
2191244270.3559,-87.478836,45.711521
2191247603.967,-86.258011,-12.868937
2191250937.5781,-88.912338,-0.57029867
2191254271.1893,-89.947731,105.71392
2191257604.8004,-88.04599,-73.589195
2191260938.4115,-90.554039,94.350426
2191264272.0227,-92.560776,-1.3185557
2191267605.6338,-90.420784,132.87721
2191270939.2449,-88.612183,128.25719
2191274272.8561,-87.906303,60.804298
2191277606.4672,-87.405602,55.217369
2191280940.0783,-88.851517,-154.13048
2191284273.6895,-88.990868,-131.07303
2191287607.3006,-89.81176,-98.614044
2191290940.9117,-88.653557,120.98056
2191294274.5229,-89.165306,-92.262505
2191297608.134,-89.588074,159.14873
2191300941.7451,-89.885956,69.709785
2191304275.3563,-89.892693,61.701717
2191307608.9674,-88.838936,71.884232
2191310942.5785,-89.939072,-109.67323
2191314276.1897,-87.765686,127.54415
2191317609.8008,-90.359856,36.752468
2191320943.412,-87.476891,116.64936
2191324277.0231,-88.373146,-165.05206
2191327610.6342,-90.160461,63.456905
2191330944.2454,-88.014839,111.8097
2191334277.8565,-92.780563,-76.567207
2191337611.4676,-89.43586,-17.951078
2191340945.0788,-89.858017,118.23083
2191344278.6899,-88.404259,-133.93204
2191347612.301,-87.53717,91.543152
2191350945.9122,-86.466064,-56.725384
2191354279.5233,-88.062645,-141.20332
2191357613.1344,-88.9217,64.505714
2191360946.7456,-90.911018,-152.33849
2191364280.3567,-89.767876,66.714882
2191367613.9678,-87.98172,6.6610284
2191370947.579,-88.932121,62.128708
2191374281.1901,-89.017311,27.942972
2191377614.8012,-89.973106,-14.745513
2191380948.4124,-87.252594,124.43064
2191384282.0235,-89.412979,94.831528
2191387615.6346,-90.23716,-96.236549
2191390949.2458,-88.99691,3.7390718
2191394282.8569,-89.310066,163.4066
2191397616.468,-86.960182,-110.05997
2191400950.0792,-88.669945,-84.024727
2191404283.6903,-90.943649,-169.49423
2191407617.3014,-87.204765,131.71516
2191410950.9126,-89.003113,159.91182
2191414284.5237,-88.47287,57.763363
2191417618.1348,-91.720291,-161.67517
2191420951.746,-90.381264,-100.15311
2191424285.3571,-89.020149,35.566109
2191427618.9682,-91.085579,21.175545
2191430952.5794,-88.079247,-146.85078
2191434286.1905,-90.962105,-178.12573
2191437619.8017,-90.215103,155.63625
2191440953.4128,-89.636375,119.0071
2191444287.0239,-89.890305,114.22767
2191447620.6351,-88.718391,-171.68199
2191450954.2462,-88.598602,130.09206
2191454287.8573,-87.62384,99.88446
2191457621.4685,-90.329407,-11.765027
2191460955.0796,-89.500114,-127.98978
2191464288.6907,-90.157501,71.424545
2191467622.3019,-89.10331,-125.28738
2191470955.913,-88.770012,-55.674431
2191474289.5241,-87.385216,-137.78975
2191477623.1353,-87.581261,65.571335
2191480956.7464,-91.663437,-115.31792
2191484290.3575,-88.773949,4.6841516
2191487623.9687,-88.829605,104.8746
2191490957.5798,-90.443146,142.60866
2191494291.1909,-90.919083,71.48806
2191497624.8021,-89.534798,-91.611031
2191500958.4132,-89.182739,-122.07884
2191504292.0243,-90.46843,-118.29638
2191507625.6355,-88.17926,91.729279
2191510959.2466,-89.105408,133.05157
2191514292.8577,-88.057053,-176.90833
2191517626.4689,-88.939171,40.689766
2191520960.08,-88.868134,127.85315
2191524293.6911,-88.45369,60.447327
2191527627.3023,-86.248932,-89.691299
2191530960.9134,-90.260376,5.0043445
2191534294.5245,-90.190987,73.582504
2191537628.1357,-87.810516,-169.49037
2191540961.7468,-90.571877,-41.118233
2191544295.3579,-87.125946,-107.76389
2191547628.9691,-87.719788,-92.550804
2191550962.5802,-88.767265,-60.701462
2191554296.1913,-88.042702,32.774391
2191557629.8025,-90.011223,-138.88066
2191560963.4136,-91.996552,-87.465569
2191564297.0248,-89.580917,-50.017437
2191567630.6359,-88.604668,-123.79324
2191570964.247,-88.879715,24.044241
2191574297.8582,-89.010033,26.040993
2191577631.4693,-90.292381,42.853523
2191580965.0804,-88.685684,173.99803
2191584298.6916,-87.284683,117.98395
2191587632.3027,-87.467934,79.726883
2191590965.9138,-88.913338,9.6510696
2191594299.525,-88.802231,-24.768724
2191597633.1361,-91.462326,-16.712788
2191600966.7472,-90.395927,-52.433388
2191604300.3584,-88.791031,-101.03964
2191607633.9695,-89.543938,-73.626801
2191610967.5806,-89.631561,159.27031
2191614301.1918,-89.611275,99.216331
2191617634.8029,-89.912224,-0.19537506
2191620968.414,-90.346977,58.312603
2191624302.0252,-90.141884,-50.001801
2191627635.6363,-88.764076,-73.048744
2191630969.2474,-86.987221,19.904484
2191634302.8586,-90.461205,-58.778587
2191637636.4697,-88.717926,1.8850476
2191640970.0808,-89.08065,16.925051
2191644303.692,-88.826561,164.8607
2191647637.3031,-86.177704,117.64426
2191650970.9142,-87.840973,106.44312
2191654304.5254,-88.475845,75.099602
2191657638.1365,-88.674416,-176.88596
2191660971.7476,-88.565872,-136.00168
2191664305.3588,-89.462822,-131.93158
2191667638.9699,-90.787216,-98.736786
2191670972.581,-90.47596,-106.50207
2191674306.1922,-89.790199,12.743689
2191677639.8033,-87.857635,-70.804413
2191680973.4145,-89.080353,81.569885
2191684307.0256,-89.805672,16.297365
2191687640.6367,-89.293732,-33.708485
2191690974.2479,-89.360176,30.604612
2191694307.859,-88.332726,59.71291
2191697641.4701,-89.870872,134.24808
2191700975.0813,-90.389343,-140.03281
2191704308.6924,-89.56076,97.430382
2191707642.3035,-91.04541,-71.810577
2191710975.9147,-87.64048,-57.651566
2191714309.5258,-91.760559,-140.60414
2191717643.1369,-89.796722,-137.23705
2191720976.7481,-88.216873,-114.11481
2191724310.3592,-88.594856,136.5085
2191727643.9703,-88.921135,-110.78983
2191730977.5815,-89.292915,-97.084251
2191734311.1926,-88.295799,-105.20764
2191737644.8037,-89.532616,2.501245
2191740978.4149,-89.845428,113.11388
2191744312.026,-89.508957,-145.8336
2191747645.6371,-89.283524,-3.3486769
2191750979.2483,-89.47583,-115.0673
2191754312.8594,-89.513565,122.62266
2191757646.4705,-86.350891,-142.53828
2191760980.0817,-89.359001,-0.14989671
2191764313.6928,-88.217049,98.958946
2191767647.3039,-87.028183,124.20884
2191770980.9151,-88.942604,70.819855
2191774314.5262,-87.607849,-135.39992
2191777648.1373,-88.271492,-46.546329
2191780981.7485,-88.3106,161.06668
2191784315.3596,-88.292625,173.57512
2191787648.9707,-88.127556,-122.04317
2191790982.5819,-89.042717,-30.858385
2191794316.193,-89.185318,91.618439
2191797649.8042,-89.393784,122.86647
2191800983.4153,-89.982635,-179.30833
2191804317.0264,-88.303772,99.157173
2191807650.6376,-88.418663,22.964401
2191810984.2487,-87.989281,105.90836
2191814317.8598,-89.048912,0.40884846
2191817651.471,-90.178673,160.22035
2191820985.0821,-89.651131,100.19526
2191824318.6932,-88.849228,55.134636
2191827652.3044,-88.915665,155.01216
2191830985.9155,-87.366608,15.822267
2191834319.5266,-89.092888,-69.986557
2191837653.1378,-89.919319,-143.01558
2191840986.7489,-89.623825,9.7110643
2191844320.36,-90.087547,134.81731
2191847653.9712,-87.545349,-27.1539
2191850987.5823,-88.784851,124.20573
2191854321.1934,-88.34774,-111.14413
2191857654.8046,-90.66497,-175.36839
2191860988.4157,-88.551758,-98.337845
2191864322.0268,-87.38269,170.52791
2191867655.638,-90.983437,-118.68368
2191870989.2491,-90.006844,-11.197509
2191874322.8602,-89.469566,-109.19271
2191877656.4714,-87.30584,-134.71741
2191880990.0825,-90.249458,-80.39563
2191884323.6936,-89.223816,132.328
2191887657.3048,-89.843269,150.14171
2191890990.9159,-90.347,169.90622
2191894324.527,-85.692726,-62.76857
2191897658.1382,-89.823875,-91.664085
2191900991.7493,-90.130424,62.185123
2191904325.3604,-89.821716,56.700752
2191907658.9716,-88.18306,-55.370853
2191910992.5827,-87.537033,129.71536
2191914326.1938,-87.452095,36.862968
2191917659.805,-88.710686,39.165905
2191920993.4161,-91.369583,174.1644
2191924327.0273,-87.25676,-41.051888
2191927660.6384,-90.55307,19.896339
2191930994.2495,-88.786911,176.10309
2191934327.8607,-89.22438,-45.05233
2191937661.4718,-90.748901,-110.64585
2191940995.0829,-90.345612,-144.05586
2191944328.6941,-87.667046,-143.82462
2191947662.3052,-88.178665,-107.1754
2191950995.9163,-89.179749,44.785591
2191954329.5275,-89.441246,-156.51067
2191957663.1386,-89.025024,-121.73473
2191960996.7497,-87.910538,-76.21106
2191964330.3609,-88.601601,32.689411
2191967663.972,-88.799156,-102.77623
2191970997.5831,-88.96286,-142.6906
2191974331.1943,-89.354553,-25.310354
2191977664.8054,-89.18528,126.61902
2191980998.4165,-87.290184,-43.643429
2191984332.0277,-90.015572,105.10919
2191987665.6388,-90.658897,36.303986
2191990999.2499,-89.000381,157.02138
2191994332.8611,-90.154945,172.69394
2191997666.4722,-88.512985,148.8667
2192001000.0833,-89.463852,-9.901844
2192004333.6945,-86.964951,32.698727
2192007667.3056,-91.753006,-46.502949
2192011000.9167,-90.89183,177.29163
2192014334.5279,-87.616356,-168.80327
2192017668.139,-88.93985,-178.68193
2192021001.7501,-89.315903,15.846674
2192024335.3613,-89.343788,114.93241
2192027668.9724,-87.839211,71.152359
2192031002.5835,-87.401337,164.38103
2192034336.1947,-86.899231,-1.3658547
2192037669.8058,-86.585175,-1.076674
2192041003.417,-87.603325,86.633224
2192044337.0281,-89.226547,-61.601162
2192047670.6392,-90.143265,23.667957
2192051004.2504,-89.032532,-46.078255
2192054337.8615,-88.403275,25.173624
2192057671.4726,-91.610786,160.29135
2192061005.0838,-88.905235,-34.707508
2192064338.6949,-88.44133,150.77072
2192067672.306,-89.782356,114.24297
2192071005.9172,-88.3601,-156.80846
2192074339.5283,-90.351364,-55.631184
2192077673.1394,-89.299858,-170.64743
2192081006.7506,-87.203407,60.937679
2192084340.3617,-87.89727,49.515259
2192087673.9728,-88.930542,120.45144
2192091007.584,-88.545242,60.630875
2192094341.1951,-88.029587,-93.657104
2192097674.8062,-90.656456,-37.270203
2192101008.4174,-88.755661,-69.490677
2192104342.0285,-91.690361,53.326035
2192107675.6396,-90.378494,143.60323
2192111009.2508,-89.612679,-113.79552
2192114342.8619,-90.747597,-79.107872
2192117676.473,-87.97979,-118.51336
2192121010.0842,-89.140984,-85.580307
2192124343.6953,-90.545647,-55.501724
2192127677.3064,-90.522018,162.82521
2192131010.9176,-89.490196,7.1890788
2192134344.5287,-88.540878,-27.52161
2192137678.1398,-86.401886,54.158184
2192141011.751,-87.628723,-110.20604
2192144345.3621,-87.715469,-166.09502
2192147678.9732,-90.814079,-115.82823
2192151012.5844,-86.599861,52.909584
2192154346.1955,-87.717651,68.940239
2192157679.8067,-89.592361,27.939306
2192161013.4178,-89.541359,129.3465
2192164347.0289,-89.289413,-112.91465
2192167680.6401,-88.950508,-67.418213
2192171014.2512,-90.555649,160.89163
2192174347.8623,-89.50988,118.54327
2192177681.4735,-90.57988,49.507111
2192181015.0846,-90.275352,168.88531
2192184348.6957,-89.552551,-78.277901
2192187682.3069,-88.204224,-119.87763
2192191015.918,-87.830177,-68.002228
2192194349.5291,-87.376694,15.68582
2192197683.1403,-90.036057,-126.26389
2192201016.7514,-90.13736,-22.892765
2192204350.3625,-93.445694,77.737999
2192207683.9737,-87.330879,24.354038
2192211017.5848,-87.774078,-140.14052
2192214351.1959,-86.600967,141.1998
2192217684.8071,-90.114708,-121.48016
2192221018.4182,-88.7882,101.08222
2192224352.0293,-89.759415,174.16484
2192227685.6405,-90.431747,68.052437
2192231019.2516,-89.590065,140.72798
2192234352.8627,-89.707382,-108.51267
2192237686.4739,-87.904518,-130.94876
2192241020.085,-89.861542,14.306867
2192244353.6961,-89.371941,64.763191
2192247687.3073,-88.546547,-72.485092
2192251020.9184,-91.034508,120.92165
2192254354.5295,-88.857552,-47.931892
2192257688.1407,-90.925308,-94.527489
2192261021.7518,-89.065201,-55.354164
2192264355.3629,-90.947105,175.89513
2192267688.9741,-88.949226,-87.270889
2192271022.5852,-89.253952,30.139671
2192274356.1963,-89.409111,155.18848
2192277689.8075,-89.654175,-35.82021
2192281023.4186,-86.344727,83.986877
2192284357.0298,-89.194191,-92.442291
2192287690.6409,-89.038971,61.211823
2192291024.252,-89.705406,-161.38841
2192294357.8632,-89.642624,-48.452766
2192297691.4743,-88.043327,-74.700371
2192301025.0854,-88.224892,15.144156
2192304358.6966,-88.561584,-82.263802
2192307692.3077,-88.16571,-8.7129135
2192311025.9188,-90.255989,58.100979
2192314359.53,-87.915611,-108.97458
2192317693.1411,-89.99321,94.338501
2192321026.7522,-88.94976,78.448639
2192324360.3634,-87.957924,-20.623234
2192327693.9745,-89.504341,-159.60439
2192331027.5856,-90.558929,-161.98129
2192334361.1968,-88.933762,-179.24088
2192337694.8079,-89.964699,163.90842
2192341028.419,-89.856003,149.95871
2192344362.0302,-89.024994,96.484573
2192347695.6413,-87.5802,146.33495
2192351029.2524,-88.40934,-153.38274
2192354362.8636,-87.789299,-34.666866
2192357696.4747,-89.610626,-14.979602
2192361030.0858,-89.527939,31.411985
2192364363.697,-89.529167,-152.5936
2192367697.3081,-87.909721,86.383209
2192371030.9192,-87.800591,132.54059
2192374364.5304,-89.860619,-97.073051
2192377698.1415,-89.054176,132.43715
2192381031.7526,-89.297829,-70.428635
2192384365.3638,-90.368042,154.25668
2192387698.9749,-88.845848,-115.50067
2192391032.586,-90.557381,130.98203
2192394366.1972,-86.970474,-121.92509
2192397699.8083,-88.80378,147.18768
2192401033.4195,-88.215225,-18.648363
2192404367.0306,-90.277435,-34.378597
2192407700.6417,-87.537292,-81.820282
2192411034.2529,-88.534058,-13.593839
2192414367.864,-87.562645,-32.87381
2192417701.4751,-89.078293,-125.77271
2192421035.0863,-88.514183,-149.57103
2192424368.6974,-86.929146,71.23745
2192427702.3085,-89.423607,85.210548
2192431035.9197,-88.844139,-140.79794
2192434369.5308,-89.044739,-79.122047
2192437703.1419,-88.367462,46.603336
2192441036.7531,-88.442085,-137.18863
2192444370.3642,-88.34832,83.109108
2192447703.9753,-89.959198,12.283468
2192451037.5865,-91.416809,101.4102
2192454371.1976,-87.30574,45.939659
2192457704.8087,-89.215584,-36.440872
2192461038.4199,-91.066399,71.019554
2192464372.031,-89.232346,-160.31731
2192467705.6421,-89.386086,-117.71709
2192471039.2533,-86.577278,120.88486
2192474372.8644,-87.923859,135.12697
2192477706.4755,-88.669334,-44.605621
2192481040.0867,-88.868874,-35.112503
2192484373.6978,-88.551903,-42.409561
2192487707.3089,-87.689224,126.10871
2192491040.9201,-89.518044,-46.743374
2192494374.5312,-88.786346,-19.572866
2192497708.1423,-89.749031,-7.5110941
2192501041.7535,-88.569771,-37.55088
2192504375.3646,-88.606575,-153.39531
2192507708.9757,-88.469826,-125.82586
2192511042.5869,-89.006447,112.9152
2192514376.198,-90.361908,19.873663
2192517709.8092,-89.462326,133.56863
2192521043.4203,-87.27935,158.90248
2192524377.0314,-90.949013,-110.77602
2192527710.6426,-90.073853,-66.06604
2192531044.2537,-88.229225,-97.845451
2192534377.8648,-87.64418,-3.9909918
2192537711.476,-87.357437,19.984766
2192541045.0871,-89.930885,-116.10716
2192544378.6982,-88.972855,135.98012
2192547712.3094,-89.227058,-47.770149
2192551045.9205,-86.685028,-96.438293
2192554379.5316,-88.493439,66.583511
2192557713.1428,-86.213486,25.591515
2192561046.7539,-88.121193,62.926548
2192564380.365,-88.463882,117.71832
2192567713.9762,-87.548409,-57.648506
2192571047.5873,-87.980843,82.618767
2192574381.1984,-89.427048,2.6170356
2192577714.8096,-87.563698,97.430565
2192581048.4207,-88.47184,-13.379892
2192584382.0318,-88.230011,153.93007
2192587715.643,-87.381706,102.26527
2192591049.2541,-88.968781,-174.09477
2192594382.8652,-87.562553,135.74107
2192597716.4764,-88.913994,-71.320145
2192601050.0875,-86.88401,-57.391438
2192604383.6986,-90.761292,97.36142
2192607717.3098,-87.980057,-134.57571
2192611050.9209,-90.361031,145.23312
2192614384.532,-88.019951,-71.420464
2192617718.1432,-89.879715,46.077682
2192621051.7543,-88.643082,-124.9067
2192624385.3654,-91.569633,90.584663
2192627718.9766,-89.920448,142.29996
2192631052.5877,-88.654297,169.71996
2192634386.1988,-88.520447,-142.21107
2192637719.81,-90.127777,11.707889
2192641053.4211,-88.225616,80.947807
2192644387.0323,-88.760002,99.218788
2192647720.6434,-91.23037,-171.08929
2192651054.2545,-88.209793,-178.10255
2192654387.8657,-89.705368,20.347555
2192657721.4768,-91.551537,-134.85109
2192661055.0879,-88.522247,151.78548
2192664388.6991,-90.677841,-179.48381
2192667722.3102,-87.315445,70.140617
2192671055.9213,-91.455978,-143.15712
2192674389.5325,-89.017166,145.36758
2192677723.1436,-86.473778,-99.738457
2192681056.7547,-87.620865,-51.189831
2192684390.3659,-87.936859,-65.114937
2192687723.977,-90.244675,27.59157
2192691057.5881,-88.572502,-81.53817
2192694391.1993,-92.093056,-115.36752
2192697724.8104,-88.969276,151.87297
2192701058.4215,-88.199898,-3.5273848
2192704392.0327,-91.104515,-167.87273
2192707725.6438,-86.890884,-163.19496
2192711059.2549,-89.042038,32.30722
2192714392.8661,-86.42469,76.611588
2192717726.4772,-89.501175,125.83524
2192721060.0883,-90.202133,95.888702
2192724393.6995,-90.689964,-134.39076
2192727727.3106,-88.260986,146.46176
2192731060.9217,-88.061455,-1.3386531
2192734394.5329,-89.644859,-137.25658
2192737728.144,-89.950981,-111.03636
2192741061.7551,-91.445717,-136.52
2192744395.3663,-88.34523,138.73283
2192747728.9774,-90.03656,-17.556448
2192751062.5885,-89.33094,15.624461
2192754396.1997,-87.812828,126.12491
2192757729.8108,-90.851151,-17.098337
2192761063.422,-89.960411,44.21904
2192764397.0331,-89.34491,-131.35251
2192767730.6442,-89.540955,8.4773245
2192771064.2554,-89.183968,2.3248754
2192774397.8665,-89.388817,-45.635986
2192777731.4776,-90.492233,-173.38432
2192781065.0888,-88.082993,-68.1707
2192784398.6999,-88.921066,179.94945
2192787732.311,-88.222389,-148.05661
2192791065.9222,-89.812874,-116.94504
2192794399.5333,-92.488937,-82.107841
2192797733.1444,-85.806732,87.250374
2192801066.7556,-90.449837,98.103363
2192804400.3667,-88.779602,165.91042
2192807733.9778,-89.616989,96.182495
2192811067.589,-89.992714,98.215042
2192814401.2001,-89.415596,149.45827
2192817734.8112,-88.734505,-26.10313
2192821068.4224,-87.908501,-38.584328
2192824402.0335,-90.177551,72.694397
2192827735.6446,-88.239868,-43.922066
2192831069.2558,-88.429169,-13.934302
2192834402.8669,-89.960014,48.545509
2192837736.478,-88.306953,147.4998
2192841070.0892,-89.598137,64.096809
2192844403.7003,-88.199692,-149.29057
2192847737.3114,-89.411713,-1.857708
2192851070.9226,-90.176186,-173.24278
2192854404.5337,-90.171661,72.500298
2192857738.1448,-88.194069,-179.23856
2192861071.756,-87.708862,93.604378
2192864405.3671,-85.174927,-134.20828
2192867738.9782,-91.078682,-159.56125
2192871072.5894,-88.291183,101.25249
2192874406.2005,-89.026314,126.24662
2192877739.8117,-88.381584,82.070007
2192881073.4228,-88.328217,-24.450226
2192884407.0339,-87.01976,-50.568584
2192887740.6451,-89.140953,-121.4912
2192891074.2562,-90.324013,19.064293
2192894407.8673,-87.223213,-26.274084
2192897741.4785,-87.932304,-5.589891
2192901075.0896,-91.247017,73.216507
2192904408.7007,-89.091049,150.64064
2192907742.3119,-88.022331,-55.741367
2192911075.923,-88.547646,148.07933
2192914409.5341,-89.497124,93.329689
2192917743.1453,-91.750481,-179.46977
2192921076.7564,-88.274048,-64.244423
2192924410.3675,-86.694168,-78.702637
2192927743.9787,-89.199562,162.526
2192931077.5898,-90.273079,173.55956
2192934411.2009,-89.308464,-60.95496
2192937744.8121,-87.951088,145.16663
2192941078.4232,-88.526192,7.9158111
2192944412.0343,-87.832108,-57.038715
2192947745.6455,-89.488548,-83.262039
2192951079.2566,-87.247337,24.616154
2192954412.8677,-87.080391,148.08342
2192957746.4789,-88.555382,8.07127
2192961080.09,-90.805634,-18.289892
2192964413.7011,-88.135803,-72.284569
2192967747.3123,-90.133881,105.65907
2192971080.9234,-87.264198,52.058708
2192974414.5345,-88.918289,-169.98711
2192977748.1457,-88.608978,161.30971
2192981081.7568,-88.707954,107.85513
2192984415.3679,-92.362465,108.9847
2192987748.9791,-87.497055,-90.230766
2192991082.5902,-89.377632,-94.123444
2192994416.2014,-88.235565,-8.0919361
2192997749.8125,-88.65696,26.782881
2193001083.4236,-90.253502,159.79752
2193004417.0348,-88.25338,144.29976
2193007750.6459,-90.642609,-116.73369
2193011084.257,-88.243256,81.515564
2193014417.8682,-88.847702,-97.86676
2193017751.4793,-88.34037,-168.89096
2193021085.0904,-87.166084,146.58429
2193024418.7016,-89.771217,141.51096
2193027752.3127,-88.598228,97.800301
2193031085.9238,-87.791504,-145.6142
2193034419.535,-88.46064,35.751385
2193037753.1461,-88.253693,116.73225
2193041086.7572,-89.613518,96.701752
2193044420.3684,-88.462067,145.8847
2193047753.9795,-88.197769,64.460388
2193051087.5906,-88.409752,26.713938
2193054421.2018,-88.566101,-118.9744
2193057754.8129,-88.651459,112.05802
2193061088.424,-89.642982,-153.15857
2193064422.0352,-88.79715,-112.33187
2193067755.6463,-88.9011,169.26826
2193071089.2574,-88.357018,-82.933075
2193074422.8686,-88.05265,102.0135
2193077756.4797,-86.586891,-137.0323
2193081090.0908,-88.546722,-104.06087
2193084423.702,-87.632698,13.554021
2193087757.3131,-89.904655,40.641148
2193091090.9242,-89.108284,170.02551
2193094424.5354,-87.144135,-1.0569005
2193097758.1465,-88.729759,159.69511
2193101091.7576,-89.660263,121.41235
2193104425.3688,-87.828644,-51.153324
2193107758.9799,-88.82653,-43.356506
2193111092.591,-88.194275,85.982353
2193114426.2022,-89.585266,-66.709488
2193117759.8133,-88.188667,-81.955284
2193121093.4245,-89.220169,-72.873177
2193124427.0356,-89.708511,154.04828
2193127760.6467,-87.89933,86.400429
2193131094.2579,-88.486122,-136.06245
2193134427.869,-88.827415,-53.621384
2193137761.4801,-89.280113,5.0086803
2193141095.0913,-88.008255,1.8349991
2193144428.7024,-87.746796,-161.39081
2193147762.3135,-88.621796,144.63428
2193151095.9247,-89.415123,-21.713694
2193154429.5358,-89.967308,-38.151207
2193157763.1469,-86.439735,154.76045
2193161096.7581,-92.770615,-126.11387
2193164430.3692,-89.289375,-59.97366
2193167763.9803,-90.149086,-21.475784
2193171097.5915,-88.488792,49.497108
2193174431.2026,-89.213448,134.1385
2193177764.8137,-88.954224,82.144707
2193181098.4249,-88.808746,175.33116
2193184432.036,-92.32843,98.34285
